feature
9
5
5
9
9
1
5
9
9
9
9
5
9
12
1
9
5
9
9
9
9
9
9
9
10
9
9
1
11
1
9
12
9
9
5
9
1
12
9
9
9
9
1
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
10
9
9
5
9
1
12
9
1
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
1
9
9
9
9
9
10
1
10
5
9
11
9
9
9
9
9
1
9
5
5
9
9
9
9
9
9
9
12
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
1
9
11
9
9
9
9
9
5
5
12
9
1
9
9
12
5
9
9
1
11
5
10
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
12
9
9
9
9
9
9
9
12
9
9
5
12
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
1
10
9
9
11
9
9
9
9
1
9
9
9
9
9
9
9
9
9
12
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
11
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
11
9
5
2
9
1
5
10
9
10
9
9
9
10
1
1
9
9
9
9
9
12
9
9
9
9
9
9
9
9
9
9
1
5
11
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
9
9
9
9
9
9
9
9
9
9
10
5
9
2
11
6
4
1
5
5
9
5
12
1
5
5
10
1
12
1
5
5
5
9
5
6
5
11
8
5
3
5
5
10
4
6
5
5
2
10
3
1
11
6
10
12
1
12
11
4
4
11
11
2
1
2
6
4
4
3
2
1
9
5
5
6
3
1
7
5
10
11
10
5
1
4
5
6
1
12
2
5
9
11
5
5
9
12
5
9
10
1
5
1
1
1
12
3
5
5
1
1
11
12
5
11
9
5
1
12
5
1
11
5
9
9
9
9
10
9
9
9
9
5
5
9
5
5
1
9
1
5
5
9
10
1
12
8
12
9
5
9
5
5
9
9
9
12
5
12
9
5
9
9
10
5
9
1
6
12
10
12
9
9
1
5
12
9
5
12
9
12
9
5
5
12
10
5
4
6
8
9
1
8
5
1
10
1
11
4
5
1
5
5
1
4
11
9
1
10
1
5
1
5
10
12
9
5
5
9
9
9
5
9
10
1
11
1
5
5
9
1
12
10
9
9
9
5
9
1
5
5
9
9
9
9
9
9
9
5
9
10
10
9
9
9
12
9
12
9
9
9
9
1
9
9
9
9
9
9
9
5
9
9
1
1
9
1
10
9
10
9
1
1
10
9
9
9
10
9
9
5
9
9
9
9
9
9
1
9
5
9
9
9
9
9
9
9
5
9
9
9
9
5
9
9
9
9
9
10
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
1
5
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
2
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
2
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
10
9
9
9
9
1
1
9
9
10
9
9
10
9
9
9
9
1
9
11
9
9
1
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
5
9
9
9
9
9
9
10
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
10
9
9
9
9
1
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
1
10
9
1
9
9
1
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
1
10
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
1
9
9
9
9
9
9
9
9
9
9
1
12
1
5
9
9
9
9
5
9
10
9
9
9
5
9
1
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
2
9
1
5
9
11
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
1
10
9
1
9
1
5
5
1
9
10
9
9
11
12
9
9
9
9
9
9
9
9
11
9
5
12
9
1
10
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
5
9
9
9
9
12
5
9
9
1
5
9
9
9
12
9
9
9
9
9
9
1
9
9
5
5
9
5
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
1
12
9
9
5
9
9
12
9
1
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
1
9
1
10
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
12
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
1
9
9
9
5
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
1
9
5
11
9
9
10
9
9
9
9
5
9
9
5
9
9
10
9
9
1
5
9
9
9
9
1
10
9
9
12
1
10
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
12
9
9
9
9
2
1
9
9
5
9
9
9
9
9
12
9
9
1
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
5
5
9
5
5
9
10
9
1
1
12
5
9
9
10
1
9
9
10
9
9
5
9
9
9
9
9
1
9
9
9
9
9
9
9
9
5
9
1
9
9
12
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
10
11
9
9
9
9
9
9
9
9
9
9
10
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
12
9
9
9
9
9
9
5
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
12
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
1
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
12
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
5
12
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
12
9
9
1
10
9
9
9
5
1
9
5
9
5
9
9
9
9
9
9
9
9
9
9
5
5
9
9
9
9
9
9
9
1
1
5
9
9
9
10
9
9
9
9
10
9
9
1
10
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
1
5
9
9
9
9
9
5
9
12
9
9
9
9
9
1
9
12
9
1
9
5
9
9
5
9
9
9
9
9
9
5
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
1
9
9
9
9
9
